id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
5508	Look, I--	0	0	0	0	0	0	0	0
5509	You're not really giving me a lot of options.	1	0	0	0	0	0	0	1
5510	Where I'm going is not the safest place on the earth.  Okay.	1	0	1	0	0	0	0	0
5511	But I'm supposed to be okay with you going there.	0	1	0	1	1	0	0	0
5512	I'm not going to stay here and wait.	0	0	0	0	1	0	0	1
5513	I can't do it.	0	1	0	0	1	1	0	0
5514	Well I guess we're at a stalemate then, aren't we?	1	0	0	0	0	0	0	1
5515	So, um, well, I just -- I kind of wanted to, you know, tell you that I'm actually -- I proposed to Kate and we're going to get married.	1	0	0	0	0	0	0	1
5516	Yeah. Yeah, I proposed to her yesterday. We're getting -- we're engaged now and we're going to -- we're going to get married in about eight months.	1	0	0	0	0	0	0	1
5517	Oh, my God.  Congratulations.	1	0	0	0	0	0	1	0
5518	Yeah, it's pretty amazing, huh?	1	0	0	0	0	0	1	0
5519	I can't -- how did you do it?  What happened?	0	0	0	1	1	1	1	0
5520	Well I decided to take her sailing	1	0	1	0	0	0	0	1
5521	[LAUGHTER] Well you paint a romantic picture.	1	0	0	0	0	0	0	1
5522	Well I didn't want it to be like cheesy, you know.	1	0	0	0	0	0	0	1
5523	Did she cry?	0	1	0	0	0	0	0	0
5524	She didn't cry, but she was laughing a lot and it was very exciting, so...	1	0	0	0	0	0	0	1
5525	Oh, my God.  How long have you been planning on doing this?	1	0	0	0	0	0	1	0
5526	I can't believe this.  You're getting married. It's crazy!	0	0	0	1	0	1	0	0
5527	Yeah, it is.	1	0	1	0	0	0	0	0
5528	help Kate out with like planning stuff. I mean, if you want to.  I mean, you guys are good friends anyway so I figured, you know, if you guys want to like -- I mean, you know, I'm sure you enjoy that kind of thing.	1	0	0	0	0	0	0	1
5529	Okay. Well there you go.	1	0	0	0	0	0	0	1
5530	Oh, my God, where -- have you guys talked about where you're going to get married or--	0	1	0	1	1	1	0	0
5531	I think we're going to -- we're going to -- we want to do it in Hawaii and just fly everybody in.	1	0	1	0	0	0	0	0
5532	Oh, my God.	1	0	0	0	0	0	1	0
5533	I just -- 'cause, I mean, Hawaii just has like the best fruit buffets.  And so I'm just going to say forget, you know, all like kind of meats and all that stuff.	0	1	0	0	0	0	0	0
5534	It's just going to be like a all fruit--fruit buffet wedding, plus a cake.	1	0	1	0	0	0	0	0
5535	Well I don't know.  Throwing it out there.	0	1	0	0	1	0	0	0
5536	Okay.	1	0	1	0	0	0	0	0
5537	Yeah.  But I'm really excited.  So and everybody's going to come out and it'll be a great time.  And--	0	0	0	0	1	0	0	1
5538	Are you going to have a big wedding or like keep it really small like just, you know, family and really close friends?  Or, I mean--	1	0	0	0	0	0	0	1
5539	It'll be kind of small, but not, you know, not tiny, you know.  I want to have, you know, as many people as we can afford to fly out to Hawaii and put up there for--	1	0	1	0	0	0	0	0
5540	It's so exciting.  What's the ring look like?	1	0	0	0	0	0	0	0
5541	It's big and shiny.  I don't know.  It's silver and--	1	0	1	0	0	0	0	0
5542	Big and shiny.  You're such a guy. [LAUGHTER]	1	0	0	0	0	0	0	1
5543	Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-	1	0	0	0	0	0	0	1
5544	Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-	1	0	1	0	0	0	0	0
5545	Yeah, yeah.	1	0	1	0	0	0	0	0
5546	It's fantastic.  I -- congratulations. It's amazing.	1	0	0	0	0	0	1	0
5547	Thank you.  I'm really -- I'm really excited.  And it's -- I don't know, it's like a little -- it's like a little scary, 'cause I'm like, ah, you know, it's the first time I've ever done anything like this.	0	0	0	0	1	0	0	0
5548	And it's going to -- the -- you know, I told her that I just -- I want the color brown to be as an integral in the wedding.  And, um, maybe some greens and blues.	1	0	0	0	0	0	0	0
5549	And how did she feel about that?	0	0	0	0	0	0	0	0
5550	Exactly, exactly, exactly.  So--	1	0	1	0	0	0	1	0
5551	She's going to let you have say in the wedding choices?  That's pretty impressive. Very forward-thinking woman. [LAUGHTER]	1	0	0	0	0	0	0	1
5552	Well, I mean I just told her--Well I just said, you know, hey, these are my suggestions.	1	0	0	0	0	0	0	1
5553	And brown.	0	0	0	0	0	0	0	0
5554	This is why men don't plan weddings. [LAUGHTER]	1	0	0	0	0	0	1	1
5555	Yeah.  Well maybe--maybe you're right. Maybe there's something to that.	1	0	0	0	0	0	0	1
5556	All fruit and brown. [LAUGHTER]	1	0	0	0	0	0	1	1
5557	So, um, anyway, do you want to order now?   So, um I mean--	1	0	1	0	0	0	0	1
5558	As a matter of fact, the real cause of that row was Peter Burden.	0	1	0	0	1	1	0	0
5559	You knew there was nothing in that.	0	0	0	1	0	0	0	0
5560	I knew nothing of the sort.  You accepted presents from him.	1	0	0	0	0	0	0	0
5561	Only a trivial little broach.	0	1	0	1	1	1	0	0
5562	I remember it well, covered in diamonds in the worst possible taste.	1	0	0	0	0	0	0	1
5563	No, not at all.  I-I still have it.  I wear it quite often.	0	1	0	0	1	0	0	0
5564	You went out of your way to torture me over Peter Burden.	0	1	0	0	1	0	1	0
5565	You worked the whole thing up in your jealous imagination.	0	1	0	0	1	0	0	1
5566	And what of it?	0	0	0	0	0	0	0	0
5567	What of it?	0	0	0	0	0	0	0	0
5568	Well, I- he got a lot of pleasure out of it and it didn't hurt me.	1	0	0	0	0	0	0	1
5569	Well, if you hadn't been so nosey and suspicious, you never would have heard about it.	1	0	0	0	0	0	0	1
5570	Well, that's a nice point of view I must say.	1	0	0	0	0	0	0	1
5571	I'm growing quite tired and bored of this conversation.	0	0	0	1	0	1	0	0
5572	So am I, bored stiff.  Would you like some brandy?	0	0	0	1	1	0	0	0
5573	I'll have a little I think.	0	0	0	0	0	0	0	0
5574	I don't see why you want any.  You've already had three glasses.	0	0	0	0	0	0	0	0
5575	Well, it seems silly to go on and on in such a thing.	1	0	0	0	0	0	0	0
5576	You can hardly call three liqueur glasses of brandy in a whole evening going on and on.	0	0	0	0	0	1	0	0
5577	It's becoming a habit with you.	1	0	0	0	0	0	0	0
5578	You needn't be so grand simply because you don't happen to want any at the moment.	0	0	0	1	0	1	0	0
5579	Don't be so stupid.	1	0	1	0	0	0	0	0
5580	Really, Amanda.	0	0	0	0	0	0	0	0
5581	Just making myself fascinating for you.	1	0	0	0	0	0	1	0
5582	Oh, that reply has broken my heart.	1	0	1	0	0	0	0	0
5583	It's the woman's job to allure the man.  Why don't you watch me for a moment?	1	0	0	0	0	0	0	1
5584	No, it's not.	0	0	0	0	0	0	0	0
5585	Oh, Do shut up.	0	0	0	0	0	1	0	0
5586	It's a pity you didn't take a little more brandy.  It might have made you a little less disagreeable.	0	1	0	0	1	0	0	1
5587	Well, snap, snap, snap like a little adder.	0	1	0	0	1	1	0	0
5588	adder don't snap, they sting.	0	1	0	0	1	0	0	0
5589	They sting.	0	0	0	0	1	1	0	0
5590	They snap.	0	0	0	0	0	1	0	0
5591	I suppose you let him kiss you a good deal more then.	1	0	0	0	0	0	1	0
5592	You must have a riotous time, no restraint at all, very enjoyable.  I mean, you never had much anyway.	1	0	0	0	0	0	0	0
5593	Oh dear, you really are becoming quite insufferable.  I would imagine it's because you're drunk.	0	1	0	1	1	0	0	0
5594	I'm not the least bit drunk.	0	1	0	0	1	0	0	0
5595	Oh no, on the contrary, a child of two could get violently drunk on only one glass.	0	1	0	0	1	0	0	0
5596	Oh, You are so insufferable.  Do you stop.	0	1	0	0	1	1	0	0
5597	Oh, This is very interesting.  We- we might get a splendid debate going about this intemperate tots.	1	0	0	0	0	0	0	1
5598	Not very funny, dear, you better have some more brandy.	1	0	1	0	0	0	1	0
5599	Oh, very good idea.  I will.	1	0	0	0	0	0	1	0
5600	Ugh.	0	0	0	1	0	1	0	0
5601	You better turn that off I think.	1	0	0	0	0	0	1	0
5602	Why?	0	0	0	0	0	1	0	0
5603	It's very late and it will disturb the people upstairs.	0	0	0	0	0	1	0	0
5604	There aren't any people upstairs; it's a photographer's studio.	1	0	1	0	0	0	0	0
5605	Well, there are people downstairs I suppose.	1	0	0	0	0	0	0	1
5606	They're away in Tunis.	0	0	0	0	0	0	0	0
5607	It is not time of year for Tunis.	0	0	0	0	0	0	0	0
5608	Turn it on again.	1	0	0	0	0	0	1	0
5609	I'll do no such thing.	0	0	0	0	0	0	0	0
5610	Fine, if you insist on being completely insolent.	0	0	0	1	0	1	0	0
5611	Turn it off.  It is driving me mad.	1	0	1	0	0	0	0	0
5612	Well, do try to control yourself darling.	1	0	1	0	0	0	0	0
5613	Turn it off.	0	1	0	1	1	1	0	0
5614	You really do need to develop uh a clearer head.	1	0	0	0	0	0	0	1
5615	Turn it off.	0	1	0	1	1	1	0	0
5616	I- I hate you.	0	1	0	0	0	0	0	0
5617	I hate you.	0	1	0	0	0	0	0	0
5618	No, no.  I'm tired of listening to you.  You're boorish and idiotic and completely overbearing.	0	0	0	1	1	0	1	0
5619	Yeah, very amusing.  Let me go.  I'm getting out of here.  I can't believe I intended to marry you.	0	0	0	1	0	1	0	0
5620	You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again.	0	0	0	1	0	1	0	0
5621	Shut up, shut up.  I wouldn't marry you again if you came crawling to me on bended knee. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.	1	0	0	0	0	0	0	1
5622	What time is it?  They're supposed to run around midnight.  Oh, this is great, isn't it?  Look at the night we've got here.  It couldn't be better.  Actually, I wanted to go a little further up the coast you know to get away from all the lights and the people.  I was afraid we might miss it though, so how are you doing?	0	1	0	0	1	1	0	0
5623	Fine.	1	0	0	0	0	0	0	0
5624	What's that? Is that- Wait, is that foam?  I can't even tell.  Oh Actually, I guess if I can't tell then it probably isn't it, is it?  It will probably be unmistakable, don't you think?	1	0	0	0	0	0	1	0
5625	This is great.  How are you doing?  Oh, no.  Oh, do you know what I did?  I forgot the flashlight.  How could I be so stupid?  I forgot the flashlight.	0	1	0	0	1	1	0	0
5626	The flashlight.  The silver one.  There's only one, isn't there?  Stupid.	0	1	0	0	1	1	0	0
5627	You mean our flashlight?	0	0	0	0	0	0	0	0
5628	Well-	1	0	0	0	0	0	0	1
5629	Oh, no, of course, our flashlight.  Me flashlight is to you flashlight, naturally.	1	0	1	0	0	0	0	0
5630	Yes.	1	0	1	0	0	0	0	0
5631	I can't believe I forgot.I'm like a little kid.  I'm surprised I made it out of the house with my fly zipped. Oh, [LAUGHTER]	1	0	0	0	0	0	0	1
5632	Oh, I wonder if they can hear me or if they can feel the vibrations when we move around in the sand. or something	0	1	0	1	1	1	0	0
5633	I'm cold.	0	0	0	1	0	0	0	0
5634	Do you want my jacket?	0	0	0	0	0	0	0	0
5635	It's after eleven.  Let's just go home.	1	0	1	0	0	0	0	0
5636	Are you kidding?  We just got here, we'd miss it.  What's the point of coming all the way out here if we're just going to turn around and go home?	0	1	0	1	1	1	0	0
5637	Oh, no, no, no.  no That's not my point.  My point is what's the point coming out here if we're just going to leave?  Don't you want to see it?	0	1	0	0	1	0	0	1
5638	Not particularly.	0	0	0	0	0	0	0	0
5639	Honey, it's a natural phenomenon.  I mean, this kind of thing only happens once a year.  It's a great opportunity.	1	0	1	0	0	0	0	0
5640	Yeah, but all that time on the beach is the highlight of their little lives.  You know,	1	0	0	0	0	0	0	0
5641	I mean, this is a big night for these guys.  You know, life's last orgy.	1	0	0	0	0	0	1	0
5642	Yeah, they do.	1	0	1	0	0	0	0	0
5643	All right.  But they are fish that do something no other fish do.  Like the swallows were turning into Capistrano or Lemmings jumping off the cliffs, you know like that. There's- There's magic here and mystery.  And a little bit of the unexplainable.  You know, I can't see how you could not be interested.	0	1	0	0	1	1	0	0
5644	I'm just not.	0	0	0	0	0	0	0	0
5645	For real?	1	0	0	0	0	0	1	0
5646	Yes.	1	0	1	0	0	0	0	0
5647	I don't get it.  I mean, the first time we came you said it was the best night of your life. And last year I remember distinctly you were so excited about coming that you stubbed your toe toe pushing me out the door and you didn't even notice until you got in the car.	1	0	0	0	0	0	1	0
5648	We weren't in a good spot.	1	0	0	0	0	0	0	0
5649	We just weren't in a good spot.  This is a much better spot.  I've got a great sense for these things.	1	0	0	0	0	0	1	0
5650	Look there.  What is that?  Is that -- Oh No, that's seaweed.	0	0	0	1	0	0	0	0
5651	And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,	1	0	1	0	0	0	0	1
5652	Well, so what do you think?	1	0	0	0	0	0	0	1
5653	How could he see it?  I was the first one up.  He was still in bed.	1	0	0	0	0	0	1	0
5654	He was out here when it broke.	0	0	0	0	1	1	0	0
5655	When?	0	0	0	0	0	0	0	0
5656	Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.	0	1	0	1	1	0	0	0
5657	Did you talk to him?	0	0	0	0	0	0	0	0
5658	No.  I figured it was best to leave him alone.	1	0	0	0	0	0	1	0
5659	He cried hard.	0	1	0	0	1	0	0	0
5660	I could hear him right through the floor of my room.	0	0	0	0	0	0	0	0
5661	It's getting just like after Larry died, he's having dreams, he's walking around at night.	1	0	0	0	0	0	1	0
5662	I guess, he is.	0	0	0	0	0	0	0	0
5663	What's the meaning of that?	1	0	0	0	0	0	1	0
5664	I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.	0	0	0	1	0	1	0	0
5665	What do you mean, dishonest?	0	0	0	1	0	1	0	0
5666	You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?	1	0	1	0	0	0	0	0
5667	What are you going to do, argue with him?	0	0	0	0	0	1	0	0
5668	No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.	0	0	0	1	0	1	0	0
5669	Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?	1	0	0	0	0	0	1	0
5670	You can't just say that to him.	0	0	0	0	0	0	0	0
5671	How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?	1	0	0	0	0	0	0	0
5672	For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!	0	0	0	1	0	1	0	0
5673	To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?	1	0	0	0	0	0	1	0
5674	The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--	0	0	0	1	1	1	1	0
5675	All right, All right mom.  Listen!	1	0	1	0	0	0	0	0
5676	why?	0	0	0	0	0	1	0	0
5677	Well I got an idea.  But what's the story?	1	0	0	0	0	0	0	0
5678	You know that's not just my business.	0	0	0	0	0	0	0	0
5679	What- What am - what are you going to do, I mean you're old enough to make up your own mind?	1	0	1	0	0	0	0	0
5680	So it's all right.  I can go ahead with it then?	1	0	1	0	0	0	0	0
5681	She's not Larry's girl!	0	0	0	0	0	0	0	0
5682	As far as your father is concerned, he's not dead and you've no right to take his girl.	0	0	0	1	0	0	0	0
5683	Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.	0	1	0	1	1	1	0	0
5684	To hell with that!	0	0	0	0	0	1	0	0
5685	Have you asked Annie yet to marry you?	0	1	0	1	1	1	0	0
5686	I want to get this settled first.	1	0	1	0	0	0	0	0
5687	The trouble is you don't see enough women, you never have	0	1	0	0	0	0	0	0
5688	So what, I'm not fast with women.	0	0	0	1	0	1	0	0
5689	Well I just don't see why it has to be Annie.	1	0	0	0	0	0	0	1
5690	Because it is.	0	0	0	0	0	0	0	0
5691	I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?	1	0	0	0	0	0	0	0
5692	No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.	0	1	0	0	1	0	0	0
5693	You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.	0	0	0	1	1	1	1	0
5694	All right, then, Mom.	1	0	1	0	0	0	0	0
5695	I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.	1	0	0	0	0	0	1	1
